;brouette;;;;;;;brouette (1);;;;;;;brouette (2);;;;;;
;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;RX;RY;RZ;Valid
31,896999;-87,898209;102,072815;2263,246582;3,443485;1,766843;5,635030;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31,931000;-87,722572;102,113197;2263,238770;3,523726;1,676806;5,628109;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31,966000;-87,497131;102,054878;2263,224121;3,418136;1,616338;5,629235;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,000000;-87,293571;102,045830;2263,250244;3,489614;1,677909;5,634329;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,034000;-87,097107;102,102669;2263,270752;3,513466;1,729976;5,626328;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,069000;-86,876671;102,106079;2263,277100;3,688004;1,746274;5,638334;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,103001;-86,682877;102,044922;2263,289063;3,556601;1,709831;5,633502;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,138000;-86,459770;102,044975;2263,295166;3,535184;1,697633;5,635545;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,172001;-86,261200;102,116699;2263,293701;3,554985;1,708211;5,646410;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,207001;-86,056931;102,131592;2263,299072;3,545608;1,720795;5,648861;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,241001;-85,839211;102,059128;2263,276611;3,645761;1,790983;5,637128;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,276001;-85,643806;102,056229;2263,308350;3,587105;1,761275;5,633950;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,310001;-85,445267;102,132774;2263,345703;3,539232;1,841543;5,645511;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,345001;-85,246292;102,148445;2263,318359;3,489066;1,842458;5,646710;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,379002;-85,023048;102,079933;2263,308838;3,412507;1,872677;5,646699;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,414001;-84,799858;102,064186;2263,328613;3,540781;1,824765;5,640244;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,448002;-84,608864;102,155144;2263,343750;3,533277;1,813574;5,651597;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,483002;-84,391655;102,168877;2263,335693;3,552388;1,896783;5,635037;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,516998;-84,183670;102,085510;2263,324463;3,392046;1,777393;5,637104;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,551998;-83,978134;102,086136;2263,343994;3,522444;1,826818;5,631976;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,585999;-83,776100;102,150665;2263,331299;3,408789;1,795350;5,639053;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,620998;-83,588707;102,174919;2263,315918;3,396702;1,750390;5,634664;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,654999;-83,358841;102,107422;2263,310059;3,405768;1,753108;5,620806;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,689999;-83,152306;102,112732;2263,329346;3,448908;1,717415;5,611716;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,723999;-82,954384;102,186867;2263,348389;3,463751;1,688115;5,613416;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,758999;-82,736221;102,186020;2263,328613;3,350902;1,658709;5,621071;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,792999;-82,538994;102,122383;2263,327393;3,334283;1,619478;5,616241;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,827999;-82,328156;102,123489;2263,343994;3,424533;1,606900;5,629625;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,862000;-82,128281;102,186111;2263,369629;3,278774;1,562836;5,621795;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,896999;-81,903618;102,180725;2263,367676;3,421210;1,637335;5,619241;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,931000;-81,693657;102,119499;2263,358398;3,383869;1,643576;5,622842;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32,966000;-81,490433;102,127617;2263,361084;3,375887;1,660216;5,623439;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,000000;-81,275658;102,207520;2263,376953;3,458196;1,651284;5,627408;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,034000;-81,086975;102,230988;2263,349365;3,415528;1,585807;5,647050;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,069000;-80,865440;102,156654;2263,349365;3,470376;1,662390;5,615396;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,103001;-80,641525;102,145912;2263,376221;3,533647;1,640996;5,622473;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,138000;-80,467148;102,237968;2263,391602;3,438455;1,683888;5,616312;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,172001;-80,243378;102,238213;2263,351074;3,437392;1,682587;5,624783;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,207001;-80,045784;102,158264;2263,364014;3,403619;1,740607;5,627135;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,241001;-79,829109;102,158485;2263,412354;3,478248;1,733989;5,621715;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,276001;-79,623215;102,228882;2263,398926;3,550242;1,692329;5,613989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,310001;-79,432320;102,239822;2263,402344;3,546574;1,650505;5,625193;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,345001;-79,207687;102,169174;2263,389648;3,466967;1,665727;5,617317;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,379002;-79,019630;102,191765;2263,424805;3,598990;1,722229;5,611058;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,414001;-78,806183;102,263115;2263,410400;3,431613;1,624413;5,617343;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,448002;-78,611221;102,254791;2263,392090;3,498301;1,608710;5,620226;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,483002;-78,406929;102,196060;2263,392090;3,366498;1,736091;5,626603;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,516998;-78,185425;102,222610;2263,455811;3,527571;1,718739;5,613998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,551998;-77,988335;102,304840;2263,468018;3,456271;1,689537;5,617305;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,585999;-77,777901;102,280441;2263,452881;3,436575;1,700545;5,624738;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,620998;-77,554237;102,203819;2263,443604;3,352210;1,638467;5,622439;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,654999;-77,358604;102,238464;2263,462891;3,393371;1,640259;5,612166;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,689999;-77,157791;102,327118;2263,478516;3,480770;1,628802;5,613960;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,723999;-76,954559;102,312332;2263,475586;3,453737;1,712983;5,614543;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,758999;-76,732628;102,234535;2263,446289;3,454424;1,708552;5,609666;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,792999;-76,527596;102,262779;2263,476563;3,298465;1,700618;5,622880;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,827999;-76,343666;102,358063;2263,479248;3,453517;1,696057;5,616708;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,862000;-76,132637;102,349174;2263,466064;3,483240;1,664268;5,621098;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,896999;-75,923798;102,271622;2263,482910;3,569530;1,705186;5,623100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,931000;-75,701447;102,286758;2263,479004;3,622002;1,671842;5,628044;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33,966000;-75,511940;102,366173;2263,495605;3,508068;1,712990;5,630933;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,000000;-75,320763;102,345818;2263,506348;3,521944;1,663309;5,631390;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,034000;-75,095383;102,267578;2263,491211;3,534679;1,746784;5,613730;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,069000;-74,897255;102,309532;2263,503906;3,501052;1,814366;5,609351;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,103001;-74,682175;102,382767;2263,499756;3,681396;1,755556;5,621907;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,138000;-74,468384;102,351044;2263,488281;3,628856;1,781743;5,610425;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,172001;-74,263573;102,296135;2263,522217;3,811119;1,872017;5,611522;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,207001;-74,055046;102,345818;2263,518799;3,742751;1,823637;5,619074;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,241001;-73,874229;102,420464;2263,511475;3,641269;1,788517;5,628907;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,276001;-73,650139;102,372627;2263,530762;3,663068;1,837925;5,621939;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,310001;-73,447166;102,304291;2263,538574;3,789695;1,786713;5,619786;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,345001;-73,249557;102,369774;2263,541748;3,772082;1,787257;5,620782;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,379002;-73,044937;102,440048;2263,525146;3,672807;1,778125;5,618073;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,414001;-72,840607;102,387535;2263,520996;3,668304;1,807596;5,627719;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,448002;-72,614815;102,328537;2263,522461;3,607219;1,808039;5,616573;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,483002;-72,425308;102,389915;2263,570313;3,625855;1,794762;5,635016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,516998;-72,235100;102,456482;2263,557861;3,672155;1,730771;5,635117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,551998;-72,022980;102,401604;2263,533447;3,694137;1,752443;5,633343;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,585999;-71,822426;102,357567;2263,584473;3,680204;1,705145;5,640787;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,620998;-71,599968;102,413132;2263,579590;3,666677;1,638208;5,649389;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,654999;-71,402542;102,469002;2263,592285;3,660199;1,723108;5,638793;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,689999;-71,191238;102,414192;2263,578125;3,655212;1,726569;5,654697;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,723999;-70,968170;102,379288;2263,583984;3,698125;1,690206;5,637724;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,758999;-70,769653;102,432793;2263,594482;3,622096;1,711092;5,637394;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,792999;-70,553978;102,464775;2263,568604;3,632715;1,736620;5,636505;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,827999;-70,356133;102,413071;2263,559326;3,503017;1,791367;5,630522;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,862000;-70,151428;102,390381;2263,583740;3,492460;1,750569;5,640444;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,896999;-69,945030;102,460152;2263,611816;3,367097;1,783203;5,630723;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,931000;-69,751038;102,507027;2263,605713;3,448222;1,794280;5,632442;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34,966000;-69,520988;102,434998;2263,594971;3,391057;1,697896;5,615183;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,000000;-69,321236;102,410141;2263,625977;3,523024;1,726084;5,630014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,034000;-69,120216;102,477188;2263,614746;3,413482;1,742263;5,627796;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,069000;-68,919426;102,509094;2263,629883;3,397582;1,746628;5,626812;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,103001;-68,720352;102,443718;2263,640625;3,458431;1,666404;5,625634;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,138000;-68,490707;102,402588;2263,633789;3,383251;1,620322;5,623145;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,172001;-68,306091;102,483688;2263,656738;3,529556;1,618663;5,624729;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,207001;-68,094650;102,527351;2263,636719;3,564680;1,633997;5,620607;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,241001;-67,874283;102,463577;2263,622314;3,497016;1,674106;5,640550;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,276001;-67,665443;102,427032;2263,609863;3,491325;1,682589;5,632692;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,310001;-67,445900;102,483963;2263,612549;3,565760;1,670810;5,627935;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,345001;-67,255844;102,517654;2263,622803;3,509751;1,661262;5,631288;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,379002;-67,046272;102,452698;2263,611572;3,505549;1,622669;5,633596;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,414001;-66,840302;102,422409;2263,643311;3,608896;1,554283;5,644472;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,448002;-66,642418;102,501762;2263,652344;3,504899;1,618819;5,642217;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,483002;-66,427490;102,521057;2263,628418;3,595339;1,628719;5,641740;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,516998;-66,228241;102,465767;2263,633545;3,459774;1,619840;5,639095;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,551998;-66,012543;102,451614;2263,652832;3,558812;1,716678;5,627025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,585999;-65,817947;102,527496;2263,660645;3,559459;1,703354;5,623622;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,620998;-65,614006;102,547417;2263,670654;3,534640;1,736563;5,638460;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,654999;-65,396019;102,465141;2263,654053;3,501550;1,728319;5,629040;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,689999;-65,203468;102,453735;2263,680664;3,386581;1,731209;5,635167;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,723999;-64,995132;102,546272;2263,679688;3,455915;1,775466;5,637309;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,758999;-64,792976;102,560356;2263,678711;3,467390;1,663247;5,635669;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,792999;-64,572731;102,472122;2263,671631;3,507147;1,770068;5,631406;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,827999;-64,343788;102,446190;2263,717529;3,502208;1,771152;5,628467;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,862000;-64,162834;102,547699;2263,707031;3,395418;1,791590;5,628316;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,896999;-63,949413;102,561478;2263,685303;3,499113;1,739806;5,638343;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,931000;-63,742798;102,486069;2263,685547;3,479324;1,770991;5,637547;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35,966000;-63,530369;102,482506;2263,718994;3,425457;1,780254;5,642692;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,000000;-63,327103;102,567635;2263,702881;3,489047;1,841624;5,632065;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,034000;-63,138966;102,568092;2263,695313;3,458189;1,832062;5,623106;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,069000;-62,906124;102,484741;2263,696533;3,477339;1,790802;5,626375;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,103001;-62,705200;102,501282;2263,705322;3,553806;1,744646;5,632427;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,138000;-62,495029;102,573563;2263,725586;3,476240;1,882398;5,635786;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,172001;-62,276634;102,541504;2263,688721;3,564753;1,770366;5,632805;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,207001;-62,076393;102,471222;2263,710938;3,481382;1,762832;5,631982;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,241001;-61,870892;102,511414;2263,718506;3,645819;1,803025;5,618243;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,276001;-61,676617;102,601082;2263,720215;3,574176;1,809283;5,621185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,310001;-61,458996;102,561371;2263,703613;3,563810;1,815806;5,623467;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,345001;-61,233032;102,488167;2263,713867;3,475401;1,749123;5,600144;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,379002;-61,036140;102,542267;2263,727051;3,458412;1,781648;5,617012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,414001;-60,825386;102,621925;2263,734375;3,488175;1,683296;5,602636;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,448002;-60,629124;102,578392;2263,733154;3,559710;1,755292;5,601079;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,483002;-60,409931;102,504143;2263,715820;3,521686;1,714583;5,603935;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,516998;-60,204243;102,550232;2263,747070;3,422378;1,782689;5,614429;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,551998;-60,018856;102,621803;2263,736572;3,464122;1,774503;5,619755;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,585999;-59,797997;102,571854;2263,754639;3,513721;1,707497;5,620749;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,620998;-59,600281;102,526436;2263,731445;3,510767;1,750368;5,619881;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,654999;-59,531605;102,657402;2263,734131;3,541005;1,696353;5,625887;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,689999;-59,409496;102,619476;2263,769043;3,565794;1,704826;5,623616;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,723999;-59,460712;102,521660;2263,788330;3,615798;1,710962;5,614413;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,758999;-59,455891;102,591125;2263,805664;3,511470;1,698068;5,630651;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,792999;-59,416801;102,624115;2263,796143;3,487218;1,765159;5,611973;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,827999;-59,451488;102,549927;2263,741455;3,568426;1,769115;5,619457;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,862000;-59,444237;102,569542;2263,803711;3,507636;1,629318;5,621552;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,896999;-59,415871;102,623779;2263,815918;3,532487;1,717223;5,625453;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,931000;-59,451427;102,566986;2263,759766;3,491586;1,658285;5,615287;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36,966000;-59,440487;102,563416;2263,762207;3,529415;1,655745;5,613757;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,000000;-59,416100;102,625435;2263,813232;3,590498;1,727335;5,626608;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,034000;-59,441895;102,578896;2263,783691;3,528619;1,685407;5,618724;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,069000;-59,445377;102,556404;2263,763916;3,560660;1,729034;5,620311;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,103001;-59,425152;102,619049;2263,763672;3,569099;1,679957;5,625994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,138000;-59,446896;102,593193;2263,794678;3,482752;1,706144;5,610770;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,172001;-59,439941;102,548264;2263,780518;3,575222;1,723872;5,610958;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,207001;-59,431911;102,612144;2263,803467;3,553880;1,706428;5,632895;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,241001;-59,444420;102,604187;2263,762451;3,600402;1,778909;5,619021;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,276001;-59,438175;102,553177;2263,776611;3,524900;1,723446;5,613656;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,310001;-59,430286;102,599953;2263,802490;3,519304;1,685413;5,624535;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,345001;-59,445946;102,612801;2263,782227;3,533699;1,726038;5,608950;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,379002;-59,437603;102,552795;2263,768799;3,542360;1,644007;5,613249;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,414001;-59,429363;102,596375;2263,805176;3,601587;1,754055;5,620937;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,448002;-59,444698;102,612244;2263,778809;3,585156;1,745749;5,638671;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,483002;-59,447044;102,564095;2263,778564;3,554982;1,691546;5,624286;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,516998;-59,426357;102,584213;2263,773682;3,582891;1,667245;5,619043;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,551998;-59,443607;102,614433;2263,792969;3,535216;1,795232;5,618473;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,585999;-59,443985;102,568031;2263,803223;3,585604;1,695709;5,614923;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,620998;-59,441067;102,578339;2263,800537;3,490828;1,661407;5,617872;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,654999;-59,442204;102,619904;2263,793213;3,531343;1,770980;5,624881;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,689999;-59,441242;102,575455;2263,797852;3,596603;1,733501;5,618790;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,723999;-59,434971;102,566010;2263,780762;3,550046;1,695435;5,626704;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,758999;-59,449230;102,617500;2263,791992;3,562368;1,749999;5,632987;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,792999;-59,442822;102,583298;2263,792236;3,590564;1,679198;5,625931;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,827999;-59,434608;102,570747;2263,797852;3,609498;1,698311;5,614869;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,862000;-59,438725;102,608345;2263,791748;3,507774;1,733106;5,618528;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,896999;-59,446068;102,587036;2263,776611;3,620089;1,720229;5,626447;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,931000;-59,436802;102,569435;2263,791016;3,414902;1,688105;5,616350;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37,966000;-59,439671;102,605316;2263,794678;3,568107;1,683599;5,614173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,000000;-59,443810;102,594093;2263,765625;3,578257;1,684032;5,614919;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,034000;-59,442425;102,569260;2263,781982;3,577471;1,689474;5,618997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,069000;-59,444122;102,598251;2263,796875;3,533760;1,735199;5,616516;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,103001;-59,444683;102,594666;2263,786621;3,508984;1,737255;5,622139;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,138000;-59,435768;102,568222;2263,778564;3,566499;1,660897;5,627658;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,172001;-59,443710;102,598579;2263,787842;3,613461;1,709159;5,607912;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,207001;-59,443268;102,602844;2263,806396;3,465176;1,713161;5,626660;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,241001;-59,439224;102,571472;2263,783936;3,559372;1,685803;5,611346;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,276001;-59,444431;102,589355;2263,775879;3,553865;1,691976;5,621232;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,310001;-59,443783;102,596336;2263,750000;3,503233;1,723079;5,613117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,345001;-59,431896;102,543297;2263,637451;3,529894;1,671366;5,619486;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,379002;-59,442360;102,521217;2263,354736;3,522336;1,713692;5,613445;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,414001;-59,454948;102,521217;2263,005371;3,478126;1,674179;5,608054;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,448002;-59,458485;102,522865;2262,800049;3,437499;1,651414;5,601757;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,483002;-59,449123;102,498856;2262,690918;3,440319;1,711298;5,610513;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,516998;-59,458614;102,527870;2262,524658;3,371565;1,734740;5,609098;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,551998;-59,460144;102,532913;2262,214111;3,489820;1,712231;5,620093;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,585999;-59,471310;102,537292;2261,943359;3,386874;1,677035;5,594068;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,620998;-59,469109;102,531128;2261,756592;3,460588;1,757849;5,602867;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,654999;-59,459656;102,540329;2261,614258;3,338450;1,742075;5,602972;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,689999;-59,452087;102,540771;2261,413574;3,369799;1,774110;5,602268;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,723999;-59,458054;102,540619;2261,168945;3,339801;1,750467;5,607163;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,758999;-59,451485;102,539627;2260,901123;3,404420;1,821371;5,618289;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,792999;-59,447544;102,539284;2260,713135;3,329081;1,741780;5,612298;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,827999;-59,438374;102,531906;2260,515625;3,319069;1,784995;5,602874;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,862000;-59,434116;102,530441;2260,277100;3,444105;1,808185;5,607302;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,896999;-59,420639;102,531013;2260,092285;3,419266;1,729559;5,618967;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,931000;-59,420933;102,530426;2259,890869;3,474602;1,833552;5,611757;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38,966000;-59,411003;102,523857;2259,703857;3,373946;1,833737;5,609996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39,000000;-59,413353;102,531357;2259,506836;3,468721;1,842583;5,607899;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
