;brouette;;;;;;;brouette (1);;;;;;;brouette (2);;;;;;
;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;RX;RY;RZ;Valid
15,414000;-136,083237;101,376366;2279,545410;3,516457;1,643189;5,634355;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,448000;-136,300385;101,429764;2279,516846;3,452146;1,609757;5,625821;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,483000;-136,504242;101,408905;2279,499512;3,545065;1,658064;5,634990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,517000;-136,712524;101,355553;2279,532227;3,392938;1,743980;5,627266;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,552000;-136,898422;101,362190;2279,518555;3,351386;1,652061;5,633429;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,586000;-137,119324;101,411934;2279,540527;3,488267;1,779539;5,633019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,621000;-137,336823;101,396370;2279,531982;3,528454;1,692354;5,641299;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,655000;-137,534668;101,335670;2279,522949;3,577748;1,776463;5,639091;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,690000;-137,749496;101,356133;2279,509766;3,512106;1,754756;5,627057;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,724000;-137,953323;101,395340;2279,503418;3,591609;1,625856;5,639756;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,759000;-138,165649;101,366920;2279,476074;3,501523;1,713249;5,647689;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,793000;-138,377045;101,325043;2279,520264;3,515430;1,641004;5,636384;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,828000;-138,569092;101,333893;2279,505615;3,452408;1,654422;5,635350;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,862000;-138,796936;101,387520;2279,515869;3,525876;1,640417;5,634918;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,897000;-138,989365;101,361282;2279,510254;3,468685;1,735402;5,635303;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,931000;-139,191208;101,287552;2279,466553;3,481382;1,731709;5,632514;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15,966000;-139,408661;101,303604;2279,492920;3,438361;1,705480;5,640504;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,000000;-139,616180;101,359604;2279,528320;3,573198;1,786167;5,642254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,035000;-139,837952;101,341591;2279,490723;3,622612;1,759351;5,638070;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,069000;-140,035324;101,281967;2279,476074;3,711822;1,771327;5,634487;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,103001;-140,229843;101,299026;2279,481201;3,698220;1,809014;5,640141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,138000;-140,454575;101,352287;2279,474365;3,629813;1,881451;5,646961;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,172001;-140,644989;101,335381;2279,462891;3,526077;1,806069;5,632347;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,207001;-140,857010;101,284103;2279,480469;3,533695;1,824985;5,630211;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,240999;-141,064255;101,293488;2279,502686;3,525447;1,839129;5,624275;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,275999;-141,274185;101,340462;2279,510498;3,638488;1,819017;5,638334;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,309999;-141,497986;101,335388;2279,492188;3,802990;1,757404;5,641278;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,344999;-141,695053;101,276268;2279,481201;3,651306;1,868481;5,647725;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,379000;-141,905365;101,282486;2279,464844;3,505415;1,793412;5,640417;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,414000;-142,116547;101,331268;2279,475830;3,677864;1,773881;5,661457;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,448000;-142,307358;101,316704;2279,476563;3,661964;1,689220;5,659467;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,483000;-142,523804;101,256912;2279,469238;3,647359;1,797949;5,648311;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,517000;-142,722824;101,257347;2279,463867;3,629801;1,809749;5,650669;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,552000;-142,946793;101,319496;2279,446533;3,511619;1,819763;5,647488;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,586000;-143,160309;101,323792;2279,444580;3,410617;1,783309;5,642544;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,621000;-143,356125;101,258125;2279,428223;3,367633;1,862586;5,639865;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,655001;-143,579147;101,260521;2279,458984;3,330927;1,814876;5,644223;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,690001;-143,784012;101,314514;2279,434326;3,501365;1,710912;5,647851;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,724001;-143,988739;101,304947;2279,408936;3,494695;1,860600;5,655632;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,759001;-144,197296;101,254303;2279,409912;3,485503;1,798615;5,645373;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,792999;-144,386871;101,246346;2279,411377;3,544473;1,819934;5,649383;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,827999;-144,601288;101,291847;2279,406738;3,533392;1,844143;5,657682;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,862000;-144,812958;101,304184;2279,409424;3,633375;1,813399;5,647224;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,896999;-145,011368;101,242371;2279,384277;3,601643;1,734351;5,629354;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,931000;-145,225433;101,232330;2279,394531;3,586026;1,711716;5,641849;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16,966000;-145,427505;101,283646;2279,378418;3,462525;1,810746;5,637990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,000000;-145,644257;101,282982;2279,370361;3,425958;1,846407;5,632397;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,034000;-145,681763;101,133675;2279,379639;3,308802;1,679621;5,616941;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,069000;-145,837051;101,231659;2279,370850;3,257839;1,703298;5,618283;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,103001;-145,772156;101,308189;2279,350586;3,327553;1,786775;5,622664;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,138000;-145,772263;101,211334;2279,324463;3,323483;1,748858;5,634417;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,172001;-145,826233;101,219894;2279,361084;3,334162;1,746742;5,623824;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,207001;-145,775528;101,285339;2279,381836;3,387422;1,765903;5,627704;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,240999;-145,791138;101,237198;2279,328613;3,300455;1,776687;5,626601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,275999;-145,819183;101,212715;2279,326660;3,380228;1,688405;5,625399;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,309999;-145,776413;101,279037;2279,362305;3,313122;1,817646;5,637654;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,344999;-145,798553;101,252663;2279,361816;3,296633;1,766467;5,627821;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,379000;-145,815094;101,212677;2279,314697;3,393773;1,785903;5,633655;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,414000;-145,776306;101,269783;2279,346680;3,284456;1,732658;5,631677;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,448000;-145,799179;101,257507;2279,348633;3,357118;1,733056;5,632098;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,483000;-145,812469;101,208138;2279,334961;3,403610;1,766066;5,629735;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,517000;-145,784760;101,264992;2279,342773;3,294350;1,682632;5,628567;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,552000;-145,801147;101,269585;2279,341797;3,349272;1,741729;5,630406;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,586000;-145,800842;101,208878;2279,352051;3,298029;1,721003;5,627834;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,621000;-145,792221;101,252213;2279,340332;3,376258;1,791386;5,636739;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,655001;-145,808136;101,276588;2279,324219;3,253534;1,781939;5,628518;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,690001;-145,801834;101,216774;2279,324463;3,266722;1,796475;5,625837;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,724001;-145,784241;101,243240;2279,349121;3,316444;1,750860;5,615978;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,759001;-145,804565;101,277306;2279,335938;3,316561;1,866449;5,633031;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,792999;-145,800186;101,224785;2279,313965;3,351853;1,714817;5,635208;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,827999;-145,782700;101,242714;2279,354492;3,287254;1,767354;5,622581;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,862000;-145,804855;101,279495;2279,347656;3,404949;1,749285;5,638228;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,896999;-145,800674;101,228561;2279,324951;3,224489;1,740074;5,626657;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,931000;-145,790710;101,233109;2279,340576;3,306232;1,774719;5,630384;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17,966000;-145,799347;101,277603;2279,343994;3,284768;1,775210;5,622508;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,000000;-145,802246;101,231133;2279,343750;3,411717;1,716757;5,632842;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,034000;-145,791245;101,235062;2279,335205;3,330306;1,790289;5,620512;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,069000;-145,804199;101,277382;2279,349854;3,290738;1,803041;5,626255;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,103001;-145,794846;101,235687;2279,353516;3,388549;1,717715;5,625288;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,138000;-145,793442;101,227432;2279,350586;3,271848;1,836733;5,621356;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,172001;-145,808914;101,278778;2279,344238;3,349005;1,776533;5,638702;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,207001;-145,797287;101,236877;2279,356445;3,300339;1,770893;5,624924;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,240999;-145,791626;101,232353;2279,348633;3,408381;1,724075;5,620854;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,275999;-145,803986;101,269234;2279,347656;3,322687;1,743028;5,622553;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,309999;-145,799911;101,246750;2279,335449;3,340340;1,710123;5,633669;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,344999;-145,793686;101,226639;2279,358154;3,338781;1,712297;5,619874;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,379000;-145,799576;101,268715;2279,349121;3,295794;1,725619;5,634390;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,414000;-145,781311;101,253174;2279,329834;3,399103;1,786908;5,631512;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,448000;-145,793503;101,236191;2279,226563;3,517016;1,758717;5,637664;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,483000;-145,798080;101,252060;2278,973877;3,345938;1,755773;5,628496;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,517000;-145,826416;101,266968;2278,765381;3,395546;1,833320;5,636614;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,552000;-145,827545;101,214584;2278,534668;3,391710;1,748724;5,629872;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,586000;-145,830490;101,226311;2278,356689;3,367510;1,833968;5,632057;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,621000;-145,828995;101,211609;2278,114990;3,370508;1,717043;5,613883;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,655001;-145,819702;101,158401;2277,884521;3,444999;1,792317;5,627108;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,690001;-145,807098;101,126129;2277,658936;3,413751;1,749441;5,608932;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,724001;-145,795761;101,115288;2277,463623;3,364274;1,790622;5,600131;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,759001;-145,775391;101,069527;2277,309814;3,429914;1,814497;5,616083;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,792999;-145,761047;101,041580;2277,088135;3,387272;1,767706;5,610232;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,827999;-145,761017;101,035889;2276,858887;3,393402;1,752620;5,611232;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,862000;-145,751312;101,008469;2276,611816;3,481189;1,726749;5,614277;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,896999;-145,741684;100,985329;2276,430664;3,458373;1,805529;5,604001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,931000;-145,731491;100,993752;2276,214844;3,503848;1,750624;5,607399;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18,966000;-145,727570;100,998589;2276,023438;3,415574;1,863007;5,600123;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,000000;-145,715942;100,995041;2275,838135;3,459857;1,853678;5,607027;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,034000;-145,711273;101,005989;2275,611572;3,420556;1,777823;5,608108;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,069000;-145,703201;101,026947;2275,389404;3,493555;1,796564;5,606637;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,103001;-145,699280;101,022583;2275,169922;3,336448;1,862503;5,598434;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,138000;-145,691086;101,032913;2274,938232;3,409881;1,808285;5,609422;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,172001;-145,687332;101,044456;2274,739014;3,289689;1,805469;5,607537;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,207001;-145,679916;101,044792;2274,579834;3,431282;1,779512;5,607111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,240999;-145,680161;101,051743;2274,372314;3,398200;1,769612;5,596648;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,275999;-145,676620;101,054611;2274,167480;3,346383;1,789346;5,593605;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,309999;-145,674606;101,059929;2273,918457;3,483399;1,854310;5,615578;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,344999;-145,680374;101,057556;2273,707031;3,365186;1,799105;5,603110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,379000;-145,670837;101,054649;2273,512939;3,366476;1,816670;5,608881;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,414000;-145,660492;101,058983;2273,316895;3,393767;1,790471;5,601296;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,448000;-145,655640;101,071419;2273,141846;3,397778;1,789508;5,607233;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,483000;-145,648346;101,053566;2272,940186;3,524627;1,755020;5,616364;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,517000;-145,642868;101,051506;2272,703369;3,408400;1,844735;5,604405;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,552000;-145,635773;101,060585;2272,469482;3,432001;1,847755;5,599597;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,586000;-145,639053;101,052574;2272,302002;3,555128;1,800299;5,616618;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,621000;-145,630539;101,040329;2272,057861;3,461158;1,888086;5,610406;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,655001;-145,625092;101,049744;2271,862061;3,508857;1,832532;5,615454;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,690001;-145,622345;101,051453;2271,695557;3,532411;1,817841;5,599619;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,724001;-145,615112;101,044746;2271,480225;3,468943;1,836792;5,607202;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,759001;-145,609604;101,041664;2271,250000;3,636536;1,878934;5,617548;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,792999;-145,603195;101,044060;2271,034180;3,573359;1,822015;5,613454;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,827999;-145,597443;101,040100;2270,814941;3,571524;1,917334;5,612008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,862000;-145,589752;101,040009;2270,602051;3,548890;1,869729;5,603638;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,896999;-145,583801;101,052834;2270,425537;3,575601;1,833973;5,616609;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,931000;-145,587814;101,050186;2270,238281;3,497177;1,892514;5,610600;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19,966000;-145,583267;101,051056;2270,030762;3,526208;1,921750;5,622609;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,000000;-145,591278;101,056297;2269,809082;3,578091;1,906484;5,613885;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,034000;-145,589661;101,059708;2269,584473;3,537313;1,869962;5,613214;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,069000;-145,589294;101,069321;2269,377197;3,499486;1,906583;5,614023;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,103001;-145,580032;101,068863;2269,176758;3,574596;1,881725;5,625015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,138000;-145,579590;101,066994;2268,990723;3,495787;1,836533;5,630611;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,172001;-145,568253;101,066826;2268,774414;3,475114;1,875558;5,613885;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,207001;-145,567368;101,077904;2268,572266;3,487089;1,796428;5,616049;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,240999;-145,565231;101,069450;2268,324951;3,577961;1,857547;5,619742;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,275999;-145,565704;101,062454;2268,140137;3,518348;1,851869;5,619215;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,309999;-145,557419;101,063797;2267,908936;3,563177;1,862787;5,616045;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,344999;-145,554855;101,067345;2267,711426;3,588951;1,873485;5,629909;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,379000;-145,542847;101,048485;2267,549072;3,578548;1,802547;5,617429;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,414000;-145,539886;101,043381;2267,312256;3,558215;1,771737;5,618792;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,448000;-145,533859;101,056206;2267,104980;3,542541;1,874204;5,619553;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,483000;-145,529129;101,043518;2266,896729;3,695614;1,817689;5,613770;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,517000;-145,521729;101,029289;2266,702881;3,433150;1,914608;5,603096;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,552000;-145,512512;101,044212;2266,471680;3,584580;1,806695;5,616339;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,586000;-145,508072;101,040802;2266,298828;3,642518;1,751351;5,630914;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,621000;-145,504227;101,020882;2266,131348;3,539613;1,815208;5,626942;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,655001;-145,497772;101,030434;2265,900879;3,558311;1,690947;5,622187;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,690001;-145,499985;101,033417;2265,670410;3,498561;1,827452;5,618268;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,724001;-145,495453;101,024986;2265,446777;3,467765;1,802376;5,612135;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,759001;-145,498734;101,023422;2265,254883;3,507099;1,885573;5,620638;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,792999;-145,498444;101,030449;2265,061768;3,518220;1,769119;5,626796;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,827999;-145,492996;101,029022;2264,864746;3,512258;1,842236;5,623573;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,862000;-145,490646;101,032005;2264,684326;3,435286;1,844265;5,623893;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,896999;-145,494812;101,040329;2264,461426;3,481177;1,800812;5,626177;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,931000;-145,481232;101,036751;2264,214600;3,437546;1,768294;5,616536;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20,966000;-145,487366;101,033852;2264,018311;3,448249;1,750017;5,613969;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,000000;-145,487366;101,040604;2263,821533;3,402087;1,771876;5,618174;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,034000;-145,481964;101,041801;2263,616211;3,356127;1,773718;5,610304;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,069000;-145,478241;101,040123;2263,426758;3,428687;1,809494;5,613112;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,103001;-145,472229;101,040161;2263,244385;3,473715;1,764239;5,609585;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,138000;-145,460236;101,041542;2262,997803;3,516824;1,839508;5,619790;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,172001;-145,462830;101,043884;2262,783447;3,312021;1,784175;5,609952;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,207001;-145,449158;101,038818;2262,570801;3,369490;1,820693;5,611088;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,240999;-145,435593;101,044792;2262,430176;3,460747;1,797585;5,620861;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,275999;-145,456039;101,069450;2262,422119;3,481719;1,759940;5,622280;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,309999;-145,437759;101,050179;2262,432373;3,400913;1,810451;5,611994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,344999;-145,444519;101,079559;2262,468506;3,383899;1,741434;5,612936;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,379000;-145,445557;101,071838;2262,423096;3,392778;1,863082;5,618939;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,414000;-145,447754;101,080589;2262,433105;3,485532;1,753707;5,601717;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,448000;-145,437820;101,079567;2262,426025;3,354576;1,829398;5,607946;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,483000;-145,444489;101,085083;2262,457764;3,423082;1,801729;5,616272;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,517000;-145,436279;101,075394;2262,424072;3,495949;1,705426;5,621948;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,552000;-145,444931;101,090919;2262,421143;3,347044;1,794455;5,616270;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,586000;-145,441238;101,082283;2262,443848;3,368182;1,743340;5,608125;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,621000;-145,439346;101,079735;2262,471680;3,460572;1,860281;5,612088;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,655001;-145,438416;101,084122;2262,416992;3,373416;1,743456;5,607679;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,690001;-145,450684;101,091293;2262,435547;3,468959;1,776882;5,611101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,724001;-145,438080;101,082115;2262,442383;3,422837;1,814473;5,619343;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,759001;-145,442810;101,088570;2262,442871;3,467732;1,810447;5,609726;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,792999;-145,440872;101,086639;2262,435059;3,383545;1,815823;5,616055;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,827999;-145,446121;101,088943;2262,433838;3,438272;1,792532;5,614156;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,862000;-145,440933;101,085884;2262,450195;3,411854;1,806433;5,606663;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,896999;-145,449478;101,092201;2262,455566;3,336304;1,802436;5,617934;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,931000;-145,442154;101,084015;2262,433105;3,442928;1,786871;5,619840;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21,966000;-145,444580;101,091812;2262,456055;3,483560;1,798873;5,613443;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,000000;-145,439697;101,086159;2262,447510;3,447030;1,765914;5,616966;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,034000;-145,440781;101,082985;2262,420898;3,354584;1,788996;5,617495;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,069000;-145,440613;101,085701;2262,423584;3,289169;1,742165;5,619049;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,103001;-145,446075;101,091347;2262,449463;3,335581;1,747940;5,605601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,138000;-145,440414;101,084061;2262,446045;3,386921;1,803612;5,620335;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,172001;-145,437531;101,089737;2262,430664;3,315264;1,863811;5,608371;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,207001;-145,443039;101,088387;2262,436768;3,419985;1,771147;5,614903;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,240999;-145,440048;101,086731;2262,447510;3,310564;1,837483;5,613230;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,275999;-145,435287;101,080734;2262,430420;3,399140;1,795061;5,611936;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,309999;-145,397110;101,034462;2262,433594;3,352047;1,737412;5,624115;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,344999;-145,247253;100,912437;2262,438965;3,353704;1,833122;5,627347;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,379000;-145,051254;100,950668;2262,400391;3,310004;1,809743;5,610907;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,414000;-144,845200;101,088898;2262,373291;3,437694;1,778099;5,616832;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,448000;-144,627960;101,034615;2262,302002;3,514657;1,717879;5,606301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,483000;-144,406998;100,957626;2262,343750;3,580081;1,788193;5,617718;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22,517000;-144,201385;101,071548;2262,282715;3,459263;1,763126;5,617785;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
